Authors,Title,Year,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Source,EID
"Dargahi Nobari, A., Neshati, M., Sotudeh Gharebagh, S.",Quality-aware skill translation models for expert finding on StackOverflow,2020,,,1,6,10.1016/j.is.2019.07.003,https://www.scopus.com/inward/record.url?eid=2-s2.0-85068817379&partnerID=40&md5=acdd8003f91ee18f8f2d5643addf4be3,Article,Scopus,2-s2.0-85068817379
"Dayiheng, L.I.U., Yang, K., Qu, Q., Jiancheng, L.V.",Ancient-modern Chinese translation with a new large training dataset,2019,,,1,,10.1145/3325887,https://www.scopus.com/inward/record.url?eid=2-s2.0-85066938237&partnerID=40&md5=501bdd5d41893f026e78f097b1ba447b,Article,Scopus,2-s2.0-85066938237
"de Jesus Martins, D.B., de Medeiros Caseli, H.",Automatic machine translation error identification,2015,,,1,5,10.1007/s10590-014-9163-y,https://www.scopus.com/inward/record.url?eid=2-s2.0-84912551836&partnerID=40&md5=b7c0c88ef4bbf3a95cd31c25f117e495,Article,Scopus,2-s2.0-84912551836
"Defauw, A., Szoc, S., Bardadym, A., Brabers, J., Everaert, F., Mijic, R., Scholte, K., Vanallemeersch, T., Van Winckel, K., Van Den Bogaert, J.",Misalignment detection for web-scraped corpora: A supervised regression approach,2019,,,1,,10.3390/informatics6030035,https://www.scopus.com/inward/record.url?eid=2-s2.0-85074342474&partnerID=40&md5=e782ab669b1efdabfad3606072e974ac,Article,Scopus,2-s2.0-85074342474
"Demirtas, E., Pechenizkiy, M.",Cross-lingual polarity detection with machine translation,2013,,,1,31,10.1145/2502069.2502078,https://www.scopus.com/inward/record.url?eid=2-s2.0-84890580303&partnerID=40&md5=0570daa8c53412c614772442de9598de,Conference Paper,Scopus,2-s2.0-84890580303
"Denkowski, M., Lavie, A.",Challenges in predicting machine translation utility for human post-editors,2012,,,1,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992437039&partnerID=40&md5=cf2c29793180678e4e01f6847af6b1a7,Conference Paper,Scopus,2-s2.0-84992437039
"Denkowski, M., Lavie, A.",Choosing the right evaluation for machine translation: An examination of annotator and automatic metric performance on human judgment tasks,2010,,,1,21,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857554700&partnerID=40&md5=e683cccca37ca3e89813473483c391b8,Conference Paper,Scopus,2-s2.0-84857554700
"Depraetere, H., Vazquez, P.",Machine Translation engine selection in the Enterprise,2010,,,1,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857559357&partnerID=40&md5=5baaf0914666b0814c3c018b46998b91,Conference Paper,Scopus,2-s2.0-84857559357
"Deshmukh, S., Bikdash, M.",Automatic text-to-SQL machine translation for scholarly publication database search,2020,,,1,,10.1109/SoutheastCon44009.2020.9368296,https://www.scopus.com/inward/record.url?eid=2-s2.0-85104003411&partnerID=40&md5=ab183001476a94ed722d99b43ac7c779,Conference Paper,Scopus,2-s2.0-85104003411
"Devendrakumar, R.N., Praveena, A.",Word reordering as a preprocessor for machine translation systems,2017,,,1,1,10.1109/ICISC.2017.8068647,https://www.scopus.com/inward/record.url?eid=2-s2.0-85037066701&partnerID=40&md5=c440808da8ff22945056b304f6768a7f,Conference Paper,Scopus,2-s2.0-85037066701
"Dhore, M., Dhore, R.",Marathi - English Named Entities Forward MachineTransliteration Using Linguistic and Metrical Approach,2018,,,1,1,10.1109/ICCUBEA.2017.8463731,https://www.scopus.com/inward/record.url?eid=2-s2.0-85054524792&partnerID=40&md5=b1db3ab18f154394b961846d618441bc,Conference Paper,Scopus,2-s2.0-85054524792
"Di Gangi, M.A., Marcello, F.",Can monolingual embeddings improve neural machine translation?,2017,,,1,,10.4000/books.aaccademia.2396,https://www.scopus.com/inward/record.url?eid=2-s2.0-85037335195&partnerID=40&md5=5687b4157323b784f9ff625221163807,Conference Paper,Scopus,2-s2.0-85037335195
"Díaz-Galiano, M.C., García-Cumbreras, M.A., Martín-Valdivia, M.T., Montejo-Raez, A., Ureña-López, L.A.",SINAI at ImageCLEF 2007,2007,,,1,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84921975181&partnerID=40&md5=07380fe25e67dca2ed64659286f5def7,Conference Paper,Scopus,2-s2.0-84921975181
"Díaz-Galiano, M.C., García-Cumbreras, M.A., Martín-Valdivia, M.T., Montejo-Raez, A., Ureña-López, L.A.",SINAI at ImageCLEF 2006,2006,,,1,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84922021313&partnerID=40&md5=ad8158491a2a2fe70141184b3c0003c8,Conference Paper,Scopus,2-s2.0-84922021313
"Dillinger, M.",An introduction to machine translation,2010,,,1,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857511084&partnerID=40&md5=8586c6ec14cf3d45bb930eb572352b1d,Conference Paper,Scopus,2-s2.0-84857511084
"Dillinger, M., Marciano, J.","Introduction to machine translation: Tutorial at AMTA 2012, San Diego",2012,,,1,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992316946&partnerID=40&md5=df8b8d507285770ca2d83ff644873c5a,Conference Paper,Scopus,2-s2.0-84992316946
"Ding, C., Sakanushi, K., Touji, H., Yamamoto, M.","Inter-, intra-, and extra-chunk pre-ordering for statistical Japanese-to-English machine translation",2016,,,1,2,10.1145/2818381,https://www.scopus.com/inward/record.url?eid=2-s2.0-85057568128&partnerID=40&md5=842fb7b4e4d21a63827dd8a55cc41a70,Article,Scopus,2-s2.0-85057568128
"Dixon, J.",Machine translation in an enterprise environment,2010,,,1,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857509394&partnerID=40&md5=c1a31f4b1427ce89d84fcfa9125664df,Conference Paper,Scopus,2-s2.0-84857509394
"Djamel, H.M., Bensaou, N.",Automatic Extraction of Equations in Medieval Arabic Algebra,2019,,,1,,10.1109/AICCSA.2018.8612830,https://www.scopus.com/inward/record.url?eid=2-s2.0-85061900012&partnerID=40&md5=2abd070c04858c7580d68fe94e3d4b61,Conference Paper,Scopus,2-s2.0-85061900012
"Doherty, S., O'Brien, S.",A user-based usability assessment of raw machine translated technical instructions,2012,,,1,5,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992390137&partnerID=40&md5=a0a126e84d0ec14f099f2f5985fc4713,Conference Paper,Scopus,2-s2.0-84992390137
"Dong, R., Yang, Y., Jiang, T.",Spelling correction of non-word errors in Uyghur-Chinese machine translation,2019,,,1,2,10.3390/info10060202,https://www.scopus.com/inward/record.url?eid=2-s2.0-85067474365&partnerID=40&md5=875029f02c19163f04e4833a6d66bc0b,Article,Scopus,2-s2.0-85067474365
"Doyon, J., Doran, C., Means, C.D., Parr, D.",Automated machine translation improvement through post-editing techniques: Analyst and translator experiments,2008,,,1,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84858022367&partnerID=40&md5=7f29e23ca092e9c4089e650fddcecd31,Conference Paper,Scopus,2-s2.0-84858022367
"Duanzhu, S., Zhang, R., Jia, C.",Bidirectional Boost: On Improving Tibetan-Chinese Neural Machine Translation with Back-Translation and Self-Learning,2020,,,1,,10.1145/3446132.3446405,https://www.scopus.com/inward/record.url?eid=2-s2.0-85102974898&partnerID=40&md5=6d1f5b906ed64971e06d9579a8d6281d,Conference Paper,Scopus,2-s2.0-85102974898
"Dwivedi, S.K., Goyal, A.K.",Machine translation status in India: An experimental analysis of question paper translation,2014,,,1,,10.1145/2677855.2677899,https://www.scopus.com/inward/record.url?eid=2-s2.0-84985910540&partnerID=40&md5=ea28c445b16310cb82f97cfa6e6c2859,Conference Paper,Scopus,2-s2.0-84985910540
"España-Bonet, C., Màrquez, L.",Robust estimation of feature weights in Statistical Machine Translation,2010,,,1,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857618316&partnerID=40&md5=8a52a66ca8fa9f8c27886bf79307f7c8,Conference Paper,Scopus,2-s2.0-84857618316
"Farhan, W., Talafha, B., Abuammar, A., Jaikat, R., Al-Ayyoub, M., Tarakji, A.B., Toma, A.",Unsupervised dialectal neural machine translation,2020,,,1,7,10.1016/j.ipm.2019.102181,https://www.scopus.com/inward/record.url?eid=2-s2.0-85077235214&partnerID=40&md5=d62883f68c4e5cf3157f52bbe45786e4,Article,Scopus,2-s2.0-85077235214
"Farrús, M., Costa-Jussà, M.R., Mariño, J.B., Fonollosa, J.A.R.",Linguistic-based evaluation criteria to identify statistical machine translation errors,2010,,,1,19,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857517537&partnerID=40&md5=a4bcbab6661662b431199e1a6664620b,Conference Paper,Scopus,2-s2.0-84857517537
"Federico, M., Cattelan, A., Trombetti, M.",Measuring user productivity in machine translation enhanced computer assisted translation,2012,,,1,26,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84964926816&partnerID=40&md5=7e2b62eda15ec88b48e2f0e9d32c92cf,Conference Paper,Scopus,2-s2.0-84964926816
"Federmann, C.","Hybrid machine translation using joint, binarised feature vectors",2012,,,1,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992390490&partnerID=40&md5=fe8c8d9b0926f8726031af1289859833,Conference Paper,Scopus,2-s2.0-84992390490
"Feng, M., Mauser, A., Ney, H.",A source-side decoding sequence model for statistical machine translation,2010,,,1,8,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857583035&partnerID=40&md5=32d452a60337714c58589c4f0b7111a1,Conference Paper,Scopus,2-s2.0-84857583035
"Figuerola, C.G., Berrocal, J.L.A., Rodríguez, A.F.Z., Díaz, R.G.",Retrieval of bilingual Spanish-English information by means of a standard automatic translation system,2000,,,1,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84961357978&partnerID=40&md5=a220596d08c9918cbb3f17fda75b55ce,Conference Paper,Scopus,2-s2.0-84961357978
"Friedman, L., Strassel, S.",Identifying common challenges for human and machine translation: A case study from the GALE <sup>1</sup> program,2008,,,1,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84858050445&partnerID=40&md5=89cc63b30adca77c1c151e187f4d67ee,Conference Paper,Scopus,2-s2.0-84858050445
"Fujii, A., Utiyama, M., Yamamoto, M., Utsuro, T.",Toward the evaluation of machine translation using patent information,2008,,,1,3,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84858025770&partnerID=40&md5=8f676159c53c706a0c301312f51beffb,Conference Paper,Scopus,2-s2.0-84858025770
"Fujii, S., Cao, R., Bai, J., Ma, W., Shinnou, H.",Detecting Missing Translations in Neural Machine Translation Using Information Quantity in Sentences,2019,,,1,,10.1109/TAAI48200.2019.8959850,https://www.scopus.com/inward/record.url?eid=2-s2.0-85079062873&partnerID=40&md5=67dfcea43226bf9ed332f488f2e9111b,Conference Paper,Scopus,2-s2.0-85079062873
"Gadde, P., Goutam, R., Shah, R., Bayyarapu, H.S., Subramaniam, L.V.",Experiments with artificially generated noise for cleansing noisy text,2011,,,1,1,10.1145/2034617.2034622,https://www.scopus.com/inward/record.url?eid=2-s2.0-80053624993&partnerID=40&md5=a043852782fba08bc7466ba3dc3e34fd,Conference Paper,Scopus,2-s2.0-80053624993
"Gangadharaiah, R., Brown, R.D., Carbonell, J.",Automatic determination of number of clusters for creating templates in Example-Based Machine Translation,2010,,,1,1,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84863260613&partnerID=40&md5=ff1ffe1296f2b0b44a5e6ce9131842f9,Conference Paper,Scopus,2-s2.0-84863260613
"Gao, S., Huang, J., Xue, M., Yu, Z., Wang, Z., Zhang, Y.",Syntax-based Chinese-Vietnamese tree-to-tree statistical machine translation with bilingual features,2019,,,1,1,10.1145/3314938,https://www.scopus.com/inward/record.url?eid=2-s2.0-85073243452&partnerID=40&md5=4fd12e13c94ac6657ec0508554371b8e,Article,Scopus,2-s2.0-85073243452
"García-Cumbreras, M.Á., Díaz-Galiano, M.C., Ureña-López, L.A., Arias-Buendía, J.",SINAI at image CLEF wikipedia retrieval task 2011: Testing combined systems,2011,,,1,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84922021491&partnerID=40&md5=9b6758e3d3b7f5fe4c01f67e7a9d2358,Conference Paper,Scopus,2-s2.0-84922021491
"García-Martínez, M., Aransa, W., Bougares, F., Barrault, L.",Addressing data sparsity for neural machine translation between morphologically rich languages,2020,,,1,2,10.1007/s10590-019-09242-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-85077701212&partnerID=40&md5=e24c5cb71927f4cea05a4781f2c66224,Article,Scopus,2-s2.0-85077701212
"Gibbs, R., DiDamo, J.",An LSP perspective: The business and process challenges of implementing machine translation solutions: Is MT really delivering the expected value?,2012,,,1,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992392036&partnerID=40&md5=490fe5365bf2a33ba758b4bba1316ded,Conference Paper,Scopus,2-s2.0-84992392036
"Gómez, P.M., Hashimoto, K., Nankaku, Y., Tokuda, K., Sanchis-Trilles, G.",A deterministic annealing-based training algorithm for Statistical Machine Translation models,2010,,,1,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857612337&partnerID=40&md5=b41e6247add4d83c91b7ffde77e53242,Conference Paper,Scopus,2-s2.0-84857612337
"González, J.C., Goñi-Menoyo, J.M., Villena-Román, J.",Miracle's 2005 approach to cross-lingual information retrieval,2005,,,1,2,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84922024052&partnerID=40&md5=6c3251b6f756d4ccd6a9d788a99a5a3d,Conference Paper,Scopus,2-s2.0-84922024052
"González-Rubio, J., Ortiz-Martínez, D., Casacuberta, F.",On the use of confidence measures within an interactive-predictive machine translation system,2010,,,1,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84857608857&partnerID=40&md5=d8c66316732fc03a6738b6fc8eb5f03e,Conference Paper,Scopus,2-s2.0-84857608857
"Goswami, P.K.",Multi-engine machine translation of technical e-contents from English to Hindi: Evaluated by fluency &amp; adequacy,2016,,,1,,10.1145/2910925.2910946,https://www.scopus.com/inward/record.url?eid=2-s2.0-84974559564&partnerID=40&md5=b9956b83e5aec5cd44f393023427e4ae,Conference Paper,Scopus,2-s2.0-84974559564
"Goswami, P.K., Dwivedi, S.K.",An empirical study on English to Hindi E-contents Machine Translation through multi engines,2015,,,1,3,10.1109/ICRITO.2014.7014735,https://www.scopus.com/inward/record.url?eid=2-s2.0-84923076822&partnerID=40&md5=e0fc4f3e753c325c57c10edebc36999a,Conference Paper,Scopus,2-s2.0-84923076822
"Goto, I., Utiyama, M., Sumita, E.",Post-ordering by parsing with ITG for Japanese-English statistical machine translation,2013,,,1,7,10.1145/2518100,https://www.scopus.com/inward/record.url?eid=2-s2.0-84887067268&partnerID=40&md5=c6a520fd283a4b5121cf9a0b12f36bfa,Article,Scopus,2-s2.0-84887067268
"Goto, I., Utiyama, M., Sumita, E., Kurohashi, S.",Preordering using a target-language parser via cross-language syntactic projection for statistical machine translation,2015,,,1,4,10.1145/2699925,https://www.scopus.com/inward/record.url?eid=2-s2.0-85009355261&partnerID=40&md5=d85922f83e085bc3a352209ce1d832f5,Article,Scopus,2-s2.0-85009355261
"Goto, I., Utiyama, M., Sumita, E., Tamura, A., Kurohashi, S.",Distortion model based on word sequence labeling for statistical machine translation,2014,,,1,1,10.1145/2537128,https://www.scopus.com/inward/record.url?eid=2-s2.0-84897674721&partnerID=40&md5=4240e9f6267b2ff3e8bc4ccafeaba35d,Article,Scopus,2-s2.0-84897674721
"Gotti, F., Lapalme, G., MacKlovitch, E., Farzindar, A.",Automatic translation of court judgments,2008,,,1,4,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84858018456&partnerID=40&md5=481e8f51bbdc2d4ca097a373b8990287,Conference Paper,Scopus,2-s2.0-84858018456
"Groves, D.",Bringing humans into the loop: Localization with machine translation at Traslán,2008,,,1,6,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84858037250&partnerID=40&md5=1a3fe3121fe07929f23ce544992ae78d,Conference Paper,Scopus,2-s2.0-84858037250
"Gu, J., Bradbury, J., Xiong, C., Li, V.O.K., Socher, R.",Non-autoregressive neural machine translation,2018,,,1,50,,https://www.scopus.com/inward/record.url?eid=2-s2.0-85083950947&partnerID=40&md5=9d97f5c985b1bdc207b7a919e70acc39,Conference Paper,Scopus,2-s2.0-85083950947
"Gupta, K.K., Haque, R., Ekbal, A., Bhattacharyya, P., Way, A.",Syntax-Informed Interactive Neural Machine Translation,2020,,,1,,10.1109/IJCNN48605.2020.9207491,https://www.scopus.com/inward/record.url?eid=2-s2.0-85093844216&partnerID=40&md5=8d372544cb678a6645cb56e02e6814ed,Conference Paper,Scopus,2-s2.0-85093844216
"Gupta, P., Ahmad, R., Shrivastava, M., Kumar, P., Sinha, M.K.",Improve performance of machine translation service using memcached,2017,,,1,,10.1109/ICCSA.2017.7999650,https://www.scopus.com/inward/record.url?eid=2-s2.0-85041167775&partnerID=40&md5=d9903d5713ef92dbb3c1cf94d41b04d9,Conference Paper,Scopus,2-s2.0-85041167775
"Habash, N.",Machine translation and Arabic language issues,2012,,,1,,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84992315303&partnerID=40&md5=9466e5e6738c48ae5ee7fa9ea830c5b6,Conference Paper,Scopus,2-s2.0-84992315303
"Habash, N., Metsky, H.",Automatic learning of morphological variations for handling Out-of-Vocabulary terms in Urdu-English machine translation,2008,,,1,5,,https://www.scopus.com/inward/record.url?eid=2-s2.0-84858054361&partnerID=40&md5=8aca0d118a30f0aa86983cbc35289f91,Conference Paper,Scopus,2-s2.0-84858054361
"Halder, M., Tyagi, A.D.",English-Hindi transliteration by applying finite rules to data before training using statistical machine translation,2013,,,1,4,10.1109/ICITCS.2013.6717830,https://www.scopus.com/inward/record.url?eid=2-s2.0-84894168468&partnerID=40&md5=2e5cdcf603942a2b75e1d979255c14b3,Conference Paper,Scopus,2-s2.0-84894168468
"Hanumanthappa, M., Rashmi, S., Reddy, M.V.",Metrics for evaluating phonetics machine translation in Natural Language Processing through modified Edit Distance algorithm-A naïve approach,2015,,,1,2,10.1109/ICCCI.2015.7218113,https://www.scopus.com/inward/record.url?eid=2-s2.0-84953790157&partnerID=40&md5=137af8bcb89d04b83acf339c0c96c7e0,Conference Paper,Scopus,2-s2.0-84953790157
"Haque, R., Hasanuzzaman, M., Way, A.",Terminology translation in low-resource scenarios,2019,,,1,1,10.3390/info10090273,https://www.scopus.com/inward/record.url?eid=2-s2.0-85074013878&partnerID=40&md5=aba306065b7fe58428956fb535da6b07,Article,Scopus,2-s2.0-85074013878
"Hardin, A.R., Ito, J., Sasaki, A.",Writing for human and machine translation: Best practices for technical writers,2020,,,1,,10.1145/3380851.3416741,https://www.scopus.com/inward/record.url?eid=2-s2.0-85094941434&partnerID=40&md5=5e230be7fbc7259c1bbdf668e49cb941,Conference Paper,Scopus,2-s2.0-85094941434
"Haroon, R.P., Barakkath Nisha, U., Linchu, A.M., Arun, E.",A Deep Learning based Interlingua Representation for Malayalam Documents,2020,,,1,,10.1109/INOCON50539.2020.9298355,https://www.scopus.com/inward/record.url?eid=2-s2.0-85099568005&partnerID=40&md5=1341aa91a2ce7410f126dcbf16ac5314,Conference Paper,Scopus,2-s2.0-85099568005
