Item Title,Item DOI,Publication Year,URL,Content Type,Source
Context based machine translation with recurrent neural network for English–Amharic translation,10.1007/s10590-021-09262-4,2021,http://link.springer.com/article/10.1007/s10590-021-09262-4,Article,Springer
"All Your Data Are Belong to us
              
                
              
            . European Perspectives on Privacy Issues in ‘Free’ Online Machine Translation Services",10.1007/978-3-319-41763-9_18,2016,http://link.springer.com/chapter/10.1007/978-3-319-41763-9_18,Chapter,Springer
Symbolic-to-statistical hybridization: extending generation-heavy machine translation,10.1007/s10590-009-9056-7,2009,http://link.springer.com/article/10.1007/s10590-009-9056-7,Article,Springer
What types of word alignment improve statistical machine translation?,10.1007/s10590-012-9123-3,2012,http://link.springer.com/article/10.1007/s10590-012-9123-3,Article,Springer
Current research in Machine Translation,10.1007/BF00398467,1992,http://link.springer.com/article/10.1007/BF00398467,Article,Springer
Generative lexicon principles for machine translation: A case for meta-lexical structure,10.1007/BF00980577,1994,http://link.springer.com/article/10.1007/BF00980577,Article,Springer
Maximum-entropy word alignment and posterior-based phrase extraction for machine translation,10.1007/s10590-013-9146-4,2014,http://link.springer.com/article/10.1007/s10590-013-9146-4,Article,Springer
Improving neural machine translation for low-resource Indian languages using rule-based feature extraction,10.1007/s00521-020-04990-9,2021,http://link.springer.com/article/10.1007/s00521-020-04990-9,Article,Springer
Factored bilingual n-gram language models for statistical machine translation,10.1007/s10590-010-9082-5,2010,http://link.springer.com/article/10.1007/s10590-010-9082-5,Article,Springer
Dual Learning for Machine Translation and Beyond,10.1007/978-981-15-8884-6_4,2020,http://link.springer.com/chapter/10.1007/978-981-15-8884-6_4,Chapter,Springer
Arabic machine translation: a survey,10.1007/s10462-012-9351-1,2014,http://link.springer.com/article/10.1007/s10462-012-9351-1,Article,Springer
Learning local word reorderings for hierarchical phrase-based statistical machine translation,10.1007/s10590-016-9178-7,2016,http://link.springer.com/article/10.1007/s10590-016-9178-7,Article,Springer
"Semantic analysis in XTRA, an English — Chinese machine translation system",10.1007/BF02055234,1988,http://link.springer.com/article/10.1007/BF02055234,Article,Springer
Relational-grammar-based generation in the JETS Japanese-English machine translation system,10.1007/BF00570614,1991,http://link.springer.com/article/10.1007/BF00570614,Article,Springer
Towards a Lexicographic Approach to Lexical Transfer in Machine Translation (Illustrated by the German–Russian Language Pair),10.1023/A:1013136005350,2001,http://link.springer.com/article/10.1023/A%3A1013136005350,Article,Springer
Methods for integrating rule-based and statistical systems for Arabic to English machine translation,10.1007/s10590-011-9106-9,2012,http://link.springer.com/article/10.1007/s10590-011-9106-9,Article,Springer
Construction of a Chinese–English Verb Lexicon for Machine Translation and Embedded Multilingual Applications,10.1023/B:COAT.0000010116.83274.c3,2002,http://link.springer.com/article/10.1023/B%3ACOAT.0000010116.83274.c3,Article,Springer
Incremental Learning of Transfer Rules for Customized Machine Translation,10.1007/11415763_4,2005,http://link.springer.com/chapter/10.1007/11415763_4,Chapter,Springer
Document-Specific Statistical Machine Translation for Improving Human Translation Productivity,10.1007/978-3-642-28601-8_3,2012,http://link.springer.com/chapter/10.1007/978-3-642-28601-8_3,Chapter,Springer
An error analysis for image-based multi-modal neural machine translation,10.1007/s10590-019-09226-9,2019,http://link.springer.com/article/10.1007/s10590-019-09226-9,Article,Springer
Hybrid Machine Translation Overview,10.1007/978-3-319-21311-8_1,2016,http://link.springer.com/chapter/10.1007/978-3-319-21311-8_1,Chapter,Springer
"Advances in machine translation for sign language: approaches, limitations, and challenges",10.1007/s00521-021-06079-3,2021,http://link.springer.com/article/10.1007/s00521-021-06079-3,Article,Springer
Standardizing Tweets with Character-Level Machine Translation,10.1007/978-3-642-54903-8_14,2014,http://link.springer.com/chapter/10.1007/978-3-642-54903-8_14,Chapter,Springer
Semantic Inference for Anaphora Resolution: Toward a Framework in Machine Translation,10.1023/A:1011138323599,1999,http://link.springer.com/article/10.1023/A%3A1011138323599,Article,Springer
Machine Translation Quality Estimation: Applications and Future Perspectives,10.1007/978-3-319-91241-7_10,2018,http://link.springer.com/chapter/10.1007/978-3-319-91241-7_10,Chapter,Springer
Machine Translation Customization via Automatic Training Data Selection from the Web,10.1007/978-3-030-72113-8_44,2021,http://link.springer.com/chapter/10.1007/978-3-030-72113-8_44,Chapter,Springer
Object Recognition as Machine Translation: Learning a Lexicon for a Fixed Image Vocabulary,10.1007/3-540-47979-1_7,2002,http://link.springer.com/chapter/10.1007/3-540-47979-1_7,Chapter,Springer
Neural machine translation for low-resource languages without parallel corpora,10.1007/s10590-017-9203-5,2018,http://link.springer.com/article/10.1007/s10590-017-9203-5,Article,Springer
Indices of cognitive effort in machine translation post-editing,10.1007/s10590-014-9156-x,2014,http://link.springer.com/article/10.1007/s10590-014-9156-x,Article,Springer
Similarity-aware neural machine translation: reducing human translator efforts by leveraging high-potential sentences with translation memory,10.1007/s00521-020-04939-y,2020,http://link.springer.com/article/10.1007/s00521-020-04939-y,Article,Springer
"Matxin, an open-source rule-based machine translation system for Basque",10.1007/s10590-011-9092-y,2011,http://link.springer.com/article/10.1007/s10590-011-9092-y,Article,Springer
Dependency treelet translation: the convergence of statistical and example-based machine-translation?,10.1007/s10590-006-9008-4,2006,http://link.springer.com/article/10.1007/s10590-006-9008-4,Article,Springer
Review Article: Example-based Machine Translation,10.1023/A:1008109312730,1999,http://link.springer.com/article/10.1023/A%3A1008109312730,Article,Springer
A Stylometric Study and Assessment of Machine Translators,10.1007/978-3-642-24800-9_34,2011,http://link.springer.com/chapter/10.1007/978-3-642-24800-9_34,Chapter,Springer
Improved Arabic-to-English statistical machine translation by reordering post-verbal subjects for word alignment,10.1007/s10590-011-9112-y,2012,http://link.springer.com/article/10.1007/s10590-011-9112-y,Article,Springer
What Level of Quality Can Neural Machine Translation Attain on Literary Text?,10.1007/978-3-319-91241-7_12,2018,http://link.springer.com/chapter/10.1007/978-3-319-91241-7_12,Chapter,Springer
Multimodal machine translation through visuals and speech,10.1007/s10590-020-09250-0,2020,http://link.springer.com/article/10.1007/s10590-020-09250-0,Article,Springer
Semi-supervised model adaptation for statistical machine translation,10.1007/s10590-008-9036-3,2007,http://link.springer.com/article/10.1007/s10590-008-9036-3,Article,Springer
Discriminative ridge regression algorithm for adaptation in statistical machine translation,10.1007/s10044-018-0720-5,2019,http://link.springer.com/article/10.1007/s10044-018-0720-5,Article,Springer
Quality estimation for machine translation: some lessons learned,10.1007/s10590-013-9141-9,2013,http://link.springer.com/article/10.1007/s10590-013-9141-9,Article,Springer
Evaluation of Arabic Machine Translation System Based on the Universal Networking Language,10.1007/978-3-642-12550-8_20,2010,http://link.springer.com/chapter/10.1007/978-3-642-12550-8_20,Chapter,Springer
A conjoint analysis framework for evaluating user preferences in machine translation,10.1007/s10590-013-9140-x,2014,http://link.springer.com/article/10.1007/s10590-013-9140-x,Article,Springer
Text2Sign: Towards Sign Language Production Using Neural Machine Translation and Generative Adversarial Networks,10.1007/s11263-019-01281-2,2020,http://link.springer.com/article/10.1007/s11263-019-01281-2,Article,Springer
Large-Scale Dictionary Construction for Foreign Language Tutoring and Interlingual Machine Translation,10.1023/A:1007965530302,1997,http://link.springer.com/article/10.1023/A%3A1007965530302,Article,Springer
Automatic machine translation error identification,10.1007/s10590-014-9163-y,2015,http://link.springer.com/article/10.1007/s10590-014-9163-y,Article,Springer
What is Example-Based Machine Translation?,10.1007/978-94-010-0181-6_2,2003,http://link.springer.com/chapter/10.1007/978-94-010-0181-6_2,Chapter,Springer
Towards Coordination of Multiple Machine Translation Services,10.1007/978-3-642-00609-8_8,2009,http://link.springer.com/chapter/10.1007/978-3-642-00609-8_8,Chapter,Springer
Machine translation based on unification link grammar,10.1007/s10462-011-9261-7,2013,http://link.springer.com/article/10.1007/s10462-011-9261-7,Article,Springer
Can Simultaneous Interpretation Help Machine Translation?,10.1007/3-540-49478-2_20,1998,http://link.springer.com/chapter/10.1007/3-540-49478-2_20,Chapter,Springer
Hybrid data-driven models of machine translation,10.1007/s10590-006-9015-5,2005,http://link.springer.com/article/10.1007/s10590-006-9015-5,Article,Springer
Cunei: open-source machine translation with relevance-based models of each translation instance,10.1007/s10590-011-9109-6,2011,http://link.springer.com/article/10.1007/s10590-011-9109-6,Article,Springer
Apertium: a free/open-source platform for rule-based machine translation,10.1007/s10590-011-9090-0,2011,http://link.springer.com/article/10.1007/s10590-011-9090-0,Article,Springer
Error Classification and Analysis for Machine Translation Quality Assessment,10.1007/978-3-319-91241-7_7,2018,http://link.springer.com/chapter/10.1007/978-3-319-91241-7_7,Chapter,Springer
Machine Translation from Text,10.1007/978-1-4419-7713-7_2,2011,http://link.springer.com/chapter/10.1007/978-1-4419-7713-7_2,Chapter,Springer
The Hindi to Dogri machine translation system: grammatical perspective,10.1007/s41870-018-0085-4,2019,http://link.springer.com/article/10.1007/s41870-018-0085-4,Article,Springer
Domain Adaptation Techniques for Machine Translation and Their Evaluation in a Real-World Setting,10.1007/978-3-642-30353-1_14,2012,http://link.springer.com/chapter/10.1007/978-3-642-30353-1_14,Chapter,Springer
Orthographic and morphological processing for English–Arabic statistical machine translation,10.1007/s10590-011-9110-0,2012,http://link.springer.com/article/10.1007/s10590-011-9110-0,Article,Springer
Indowordnet’s help in Indian language machine translation,10.1007/s00146-019-00907-w,2020,http://link.springer.com/article/10.1007/s00146-019-00907-w,Article,Springer
Manual labour: tackling machine translation for sign languages,10.1007/s10590-012-9133-1,2013,http://link.springer.com/article/10.1007/s10590-012-9133-1,Article,Springer
Machine Translation Usage in a Children’s Workshop,10.1007/978-3-319-98743-9_5,2018,http://link.springer.com/chapter/10.1007/978-3-319-98743-9_5,Chapter,Springer
"Multilingual Information Retrieval Using Machine Translation, Relevance Feedback and Decompounding",10.1023/B:INRT.0000009444.89549.90,2004,http://link.springer.com/article/10.1023/B%3AINRT.0000009444.89549.90,Article,Springer
Principles of Context-Based Machine Translation Evaluation,10.1023/A:1025510524115,2002,http://link.springer.com/article/10.1023/A%3A1025510524115,Article,Springer
A model of comparative stylistics for machine translation,10.1007/BF00980198,1994,http://link.springer.com/article/10.1007/BF00980198,Article,Springer
Maximum Entropy Modeling: A Suitable Framework to Learn Context-Dependent Lexicon Models for Statistical Machine Translation,10.1007/s10994-005-0915-z,2005,http://link.springer.com/article/10.1007/s10994-005-0915-z,Article,Springer
Transfer Machine Translation,10.1007/978-1-4471-0587-9_6,1999,http://link.springer.com/chapter/10.1007/978-1-4471-0587-9_6,Chapter,Springer
Example-based machine translation: a review and commentary,10.1007/s10590-006-9003-9,2005,http://link.springer.com/article/10.1007/s10590-006-9003-9,Article,Springer
"Language, sublanguage, and the promise of machine translation",10.1007/BF00940825,1986,http://link.springer.com/article/10.1007/BF00940825,Article,Springer
A vector-space dynamic feature for phrase-based statistical machine translation,10.1007/s10844-010-0130-7,2011,http://link.springer.com/article/10.1007/s10844-010-0130-7,Article,Springer
Bengali-to-English Forward and Backward Machine Transliteration Using Support Vector Machines,10.1007/978-981-10-6430-2_43,2017,http://link.springer.com/chapter/10.1007/978-981-10-6430-2_43,Chapter,Springer
METIS-II: low resource machine translation,10.1007/s10590-008-9048-z,2008,http://link.springer.com/article/10.1007/s10590-008-9048-z,Article,Springer
A review of Thai–English machine translation,10.1007/s10590-020-09248-8,2020,http://link.springer.com/article/10.1007/s10590-020-09248-8,Article,Springer
Problems of machine translation of business texts from Russian into English,10.3103/S0005105517030104,2017,http://link.springer.com/article/10.3103/S0005105517030104,Article,Springer
The treatment of complex English nominalizations in machine translation,10.1007/BF02057966,1988,http://link.springer.com/article/10.1007/BF02057966,Article,Springer
Machine Translation of Closed Captions,10.1023/A:1012244918183,2000,http://link.springer.com/article/10.1023/A%3A1012244918183,Article,Springer
Neighbors helping the poor: improving low-resource machine translation using related languages,10.1007/s10590-019-09236-7,2019,http://link.springer.com/article/10.1007/s10590-019-09236-7,Article,Springer
Improvement of Machine Translation Evaluation by Simple Linguistically Motivated Features,10.1007/s11390-011-9415-8,2011,http://link.springer.com/article/10.1007/s11390-011-9415-8,Article,Springer
Generating Arabic text in multilingual speech-to-speech machine translation framework,10.1007/s10590-009-9054-9,2009,http://link.springer.com/article/10.1007/s10590-009-9054-9,Article,Springer
Learning Finite-State Models for Machine Translation,10.1007/978-3-540-30195-0_2,2004,http://link.springer.com/chapter/10.1007/978-3-540-30195-0_2,Chapter,Springer
Automated procedures for the improvement of a machine translation system by feedback from postediting,10.1007/BF00389819,1990,http://link.springer.com/article/10.1007/BF00389819,Article,Springer
Machine Translation as Technology of War,10.1007/978-3-030-70642-5_2,2021,http://link.springer.com/chapter/10.1007/978-3-030-70642-5_2,Chapter,Springer
Can college students be post-editors? An investigation into employing language learners in machine translation plus post-editing settings,10.1007/s10590-014-9167-7,2015,http://link.springer.com/article/10.1007/s10590-014-9167-7,Article,Springer
Segment-based interactive-predictive machine translation,10.1007/s10590-017-9213-3,2017,http://link.springer.com/article/10.1007/s10590-017-9213-3,Article,Springer
Slavic languages in phrase-based statistical machine translation: a survey,10.1007/s10462-017-9558-2,2019,http://link.springer.com/article/10.1007/s10462-017-9558-2,Article,Springer
Observatory for Language Resources and Machine Translation in Europe – LT_Observatory,10.1007/978-3-319-69365-1_2,2017,http://link.springer.com/chapter/10.1007/978-3-319-69365-1_2,Chapter,Springer
Adaptation-guided retrieval in EBMT: A case-based approach to machine translation,10.1007/BFb0020604,1996,http://link.springer.com/chapter/10.1007/BFb0020604,Chapter,Springer
Joint Training for Pivot-Based Neural Machine Translation,10.1007/978-981-32-9748-7_4,2019,http://link.springer.com/chapter/10.1007/978-981-32-9748-7_4,Chapter,Springer
Machine translation between Hebrew and Arabic,10.1007/s10590-011-9103-z,2012,http://link.springer.com/article/10.1007/s10590-011-9103-z,Article,Springer
Knowledge-based disambiguation for machine translation,10.1007/BF00974203,1994,http://link.springer.com/article/10.1007/BF00974203,Article,Springer
Stat-XFER: A General Search-Based Syntax-Driven Framework for Machine Translation,10.1007/978-3-540-78135-6_31,2008,http://link.springer.com/chapter/10.1007/978-3-540-78135-6_31,Chapter,Springer
Adaptive Tuning for Statistical Machine Translation (AdapT),10.1007/978-3-319-18111-0_42,2015,http://link.springer.com/chapter/10.1007/978-3-319-18111-0_42,Chapter,Springer
Neural machine translation with a polysynthetic low resource language,10.1007/s10590-020-09255-9,2020,http://link.springer.com/article/10.1007/s10590-020-09255-9,Article,Springer
Learning finite-state models for machine translation,10.1007/s10994-006-9612-9,2007,http://link.springer.com/article/10.1007/s10994-006-9612-9,Article,Springer
Towards meaning-based machine translation: using abstractions from text generation for preserving meaning,10.1007/BF00239669,1992,http://link.springer.com/article/10.1007/BF00239669,Article,Springer
Regression for machine translation evaluation at the sentence level,10.1007/s10590-008-9046-1,2008,http://link.springer.com/article/10.1007/s10590-008-9046-1,Article,Springer
The practical ethics of bias reduction in machine translation: why domain adaptation is better than data debiasing,10.1007/s10676-021-09583-1,2021,http://link.springer.com/article/10.1007/s10676-021-09583-1,Article,Springer
Optimizing segmentation granularity for neural machine translation,10.1007/s10590-019-09243-8,2020,http://link.springer.com/article/10.1007/s10590-019-09243-8,Article,Springer
Multi-Modality for Interactive Machine Translation,10.1007/978-0-85729-479-1_7,2011,http://link.springer.com/chapter/10.1007/978-0-85729-479-1_7,Chapter,Springer
Measuring machine translation quality as semantic equivalence: A metric based on entailment features,10.1007/s10590-009-9060-y,2009,http://link.springer.com/article/10.1007/s10590-009-9060-y,Article,Springer
Online discriminative learning for machine translation with binary-valued feedback,10.1007/s10590-014-9154-z,2014,http://link.springer.com/article/10.1007/s10590-014-9154-z,Article,Springer
Automatic Translation of Service Specification to a Behavioral Type Language for Dynamic Service Verification,10.1007/11423331_4,2005,http://link.springer.com/chapter/10.1007/11423331_4,Chapter,Springer
OpenACC to Intel Offload: Automatic Translation and Optimization,10.1007/978-3-642-41635-4_12,2013,http://link.springer.com/chapter/10.1007/978-3-642-41635-4_12,Chapter,Springer
Towards automatic translation from Japanese into Japanese sign language,10.1007/BFb0055973,1998,http://link.springer.com/chapter/10.1007/BFb0055973,Chapter,Springer
Automatic Translation in Two Phases: Recognition and Interpretation,10.1007/978-3-540-85565-1_11,2008,http://link.springer.com/chapter/10.1007/978-3-540-85565-1_11,Chapter,Springer
Automatic Translation of Serial to Distributed Code Using CORBA Event Channels,10.1007/11569596_18,2005,http://link.springer.com/chapter/10.1007/11569596_18,Chapter,Springer
Recognizing Textual Entailment in Non-english Text via Automatic Translation into English,10.1007/978-3-642-37798-3_3,2013,http://link.springer.com/chapter/10.1007/978-3-642-37798-3_3,Chapter,Springer
Automatic Translation of WS-CDL Choreographies to Timed Automata,10.1007/11549970_17,2005,http://link.springer.com/chapter/10.1007/11549970_17,Chapter,Springer
Automatic Translation from Belarusian into Spanish Based on Using Nooj’s Linguistic Resources,10.1007/978-3-319-42471-2_18,2016,http://link.springer.com/chapter/10.1007/978-3-319-42471-2_18,Chapter,Springer
Linguistic Restrictions in Automatic Translation from Written Spanish to Mexican Sign Language,10.1007/978-3-319-62434-1_8,2017,http://link.springer.com/chapter/10.1007/978-3-319-62434-1_8,Chapter,Springer
Automatic Translation of Scholarly Terms into Patent Terms,10.1007/978-3-642-19231-9_19,2011,http://link.springer.com/chapter/10.1007/978-3-642-19231-9_19,Chapter,Springer
Automatic Translation System to Spanish Sign Language with a Virtual Interpreter,10.1007/978-3-642-03655-2_23,2009,http://link.springer.com/chapter/10.1007/978-3-642-03655-2_23,Chapter,Springer
The Automatic Translation of French Verbal Tenses to Arabic Using the Platform NooJ,10.1007/978-3-319-73420-0_13,2018,http://link.springer.com/chapter/10.1007/978-3-319-73420-0_13,Chapter,Springer
DaGen: A Tool for Automatic Translation from DAML-S to High-Level Petri Nets,10.1007/978-3-540-24721-0_15,2004,http://link.springer.com/chapter/10.1007/978-3-540-24721-0_15,Chapter,Springer
KeyQuery – A Front End for the Automatic Translation of Keywords into Structured Queries,10.1007/978-3-540-45227-0_49,2003,http://link.springer.com/chapter/10.1007/978-3-540-45227-0_49,Chapter,Springer
Prototypes for the automatic translation of computer algebra languages,10.1007/3-540-52531-9_151,1990,http://link.springer.com/chapter/10.1007/3-540-52531-9_151,Chapter,Springer
Automatic Translation Error Analysis,10.1007/978-3-642-23538-2_10,2011,http://link.springer.com/chapter/10.1007/978-3-642-23538-2_10,Chapter,Springer
Graph transductions in the field of automatic translation of natural languages,10.1007/BFb0000112,1983,http://link.springer.com/chapter/10.1007/BFb0000112,Chapter,Springer
A Semantico-Syntactic Disambiguation System of Arabic Movement and Speech Verbs and Their Automatic Translation to French Using NooJ,10.1007/978-3-030-10868-7_15,2019,http://link.springer.com/chapter/10.1007/978-3-030-10868-7_15,Chapter,Springer
Smten: Automatic Translation of High-Level Symbolic Computations into SMT Queries,10.1007/978-3-642-39799-8_45,2013,http://link.springer.com/chapter/10.1007/978-3-642-39799-8_45,Chapter,Springer
Automatic Translating Between Ancient Chinese and Contemporary Chinese with Limited Aligned Corpora,10.1007/978-3-030-32236-6_13,2019,http://link.springer.com/chapter/10.1007/978-3-030-32236-6_13,Chapter,Springer
OCL2AC: Automatic Translation of OCL Constraints to Graph Constraints and Application Conditions for Transformation Rules,10.1007/978-3-319-92991-0_11,2018,http://link.springer.com/chapter/10.1007/978-3-319-92991-0_11,Chapter,Springer
Building a Spanish MMTx by Using Automatic Translation and Biomedical Ontologies,10.1007/978-3-540-88906-9_44,2008,http://link.springer.com/chapter/10.1007/978-3-540-88906-9_44,Chapter,Springer
Generic Parsing and Hybrid Transfer in Automatic Translation,10.1007/3-540-45154-4_29,2000,http://link.springer.com/chapter/10.1007/3-540-45154-4_29,Chapter,Springer
Automatic Translation Form Requirements Model into Use Cases Modeling on UML,10.1007/11424857_84,2005,http://link.springer.com/chapter/10.1007/11424857_84,Chapter,Springer
Automatic translation of natural language system specifications into temporal logic,10.1007/3-540-61474-5_83,1996,http://link.springer.com/chapter/10.1007/3-540-61474-5_83,Chapter,Springer
Concept Recognition in French Biomedical Text Using Automatic Translation,10.1007/978-3-319-44564-9_13,2016,http://link.springer.com/chapter/10.1007/978-3-319-44564-9_13,Chapter,Springer
Automatic Translation of a Process Level Petri-Net to a Ladder Diagram,10.1007/978-90-481-3660-5_5,2010,http://link.springer.com/chapter/10.1007/978-90-481-3660-5_5,Chapter,Springer
Automatic Translation from Combined B and CSP Specification to Java Programs,10.1007/11955757_8,2006,http://link.springer.com/chapter/10.1007/11955757_8,Chapter,Springer
Automatic translation memory cleaning,10.1007/s10590-017-9191-5,2017,http://link.springer.com/article/10.1007/s10590-017-9191-5,Article,Springer
Automatic translation of data parallel programs for heterogeneous parallelism through OpenMP offloading,10.1007/s11227-020-03452-2,2021,http://link.springer.com/article/10.1007/s11227-020-03452-2,Article,Springer
MARS: A Statistical Semantic Parsing and Generation-Based Multilingual Automatic tRanslation System,10.1023/B:COAT.0000010802.38267.29,2002,http://link.springer.com/article/10.1023/B%3ACOAT.0000010802.38267.29,Article,Springer
The first Automatic Translation Memory Cleaning Shared Task,10.1007/s10590-016-9183-x,2016,http://link.springer.com/article/10.1007/s10590-016-9183-x,Article,Springer
Specifications of inference rules and their automatic translation,10.1007/3-540-59338-1_36,1995,http://link.springer.com/chapter/10.1007/3-540-59338-1_36,Chapter,Springer
Automatic Translation of Architecture Constraint Specifications into Components,10.1007/978-3-319-23727-5_27,2015,http://link.springer.com/chapter/10.1007/978-3-319-23727-5_27,Chapter,Springer
Automatic Translation from Circus to Java,10.1007/11813040_9,2006,http://link.springer.com/chapter/10.1007/11813040_9,Chapter,Springer
Automatic Translation in Context-Aware Applications,10.1007/978-3-642-25975-3_39,2011,http://link.springer.com/chapter/10.1007/978-3-642-25975-3_39,Chapter,Springer
Automatic translation of VDM-SL specifications into gofer,10.1007/3-540-63533-5_14,1997,http://link.springer.com/chapter/10.1007/3-540-63533-5_14,Chapter,Springer
Automatic translation of Arabic text-to-Arabic sign language,10.1007/s10209-018-0622-8,2019,http://link.springer.com/article/10.1007/s10209-018-0622-8,Article,Springer
Using Colored Petri Nets to Construct Coalescent Hidden Markov Models: Automatic Translation from Demographic Specifications to Efficient Inference Methods,10.1007/978-3-642-31131-4_3,2012,http://link.springer.com/chapter/10.1007/978-3-642-31131-4_3,Chapter,Springer
